run_id,temperature,pressure,o2,faulty
0,657.7330932617,-48.6074981689,5.7919001579,0
0,657.7330932617,-48.7335014343,5.7224998474,0
0,657.7330932617,-48.2543983459,5.7625999451,0
0,657.7330932617,-48.1309013367,5.7192997932,0
0,657.7330932617,-48.7854003906,5.5693001747,0
0,657.7330932617,-47.2764015198,5.4911999702,0
0,657.7330932617,-48.1590995789,5.5058999062,0
0,657.7330932617,-48.3644981384,5.7337999344,0
0,657.7330932617,-47.7226982117,5.5404000282,0
0,657.7330932617,-48.2352981567,5.7424001694,0
0,657.7330932617,-47.4169006348,5.7234997749,0
0,657.7330932617,-47.4096984863,5.6343002319,0
0,657.7330932617,-47.7355995178,5.7375998497,0
0,657.7330932617,-47.0332984924,5.7335000038,0
0,657.7330932617,-46.032699585,5.631000042,0
0,657.7330932617,-48.3853988647,5.6785001755,0
0,657.7330932617,-47.9802017212,5.8547000885,0
0,657.7330932617,-47.3624000549,5.5227999687,0
0,657.7330932617,-46.5593986511,5.752699852,0
0,657.7330932617,-46.7761001587,5.6581997871,0
0,657.7330932617,-46.7725982666,5.6779999733,0
0,657.7330932617,-47.2849998474,6.0612998009,0
0,657.7330932617,-46.8582000732,5.9678001404,0
0,657.7330932617,-47.8581008911,5.5812001228,0
0,657.7330932617,-48.1635017395,5.8632998466,0
0,657.7330932617,-48.2686004639,5.7581000328,0
0,657.7330932617,-48.0589981079,5.3924999237,0
0,657.7330932617,-48.4212989807,5.6374001503,0
0,657.7330932617,-48.8684005737,5.7238998413,0
0,657.7330932617,-47.8227996826,5.5104999542,0
0,657.7330932617,-47.6384010315,5.8130998611,0
0,657.7330932617,-48.4942016602,5.6272001266,0
0,657.7330932617,-48.3101005554,5.6921000481,0
0,657.7330932617,-49.0180015564,5.1610999107,0
0,657.7330932617,-49.1479988098,5.5374999046,0
0,657.7330932617,-48.2907981873,5.5957999229,0
0,657.7330932617,-49.3741989136,5.2934999466,0
0,657.7330932617,-50.0498008728,5.5461997986,0
0,657.7330932617,-49.6691017151,5.7491998672,0
0,657.7330932617,-49.5582008362,5.4770002365,0
0,657.7330932617,-49.9472007751,6.0061998367,0
0,657.7330932617,-49.6352996826,5.530600071,0
0,657.7330932617,-50.3681983948,5.5998997688,0
0,657.7330932617,-50.4054985046,5.5381999016,0
0,657.7330932617,-51.1016998291,5.4121999741,0
0,657.7330932617,-50.8260002136,5.6104001999,0
0,657.7330932617,-51.0875015259,5.4706997871,0
0,657.7330932617,-51.4217987061,5.592400074,0
0,657.7330932617,-51.3601989746,5.1870999336,0
0,657.7330932617,-51.4202003479,5.431499958,0
0,657.7330932617,-51.4169998169,5.2220001221,0
0,657.7330932617,-52.5167007446,5.0729999542,0
0,657.7330932617,-52.0918006897,5.7378997803,0
0,657.7330932617,-52.4393005371,5.31580019,0
0,657.7330932617,-52.8978004456,5.6111998558,0
0,657.7330932617,-51.8536987305,5.3028998375,0
0,657.7330932617,-53.2225990295,5.1444997787,0
0,657.7330932617,-53.8605003357,5.257900238,0
0,657.7330932617,-53.1711997986,5.2266998291,0
0,657.7330932617,-51.3016014099,5.698800087,0
0,657.7330932617,-53.4268989563,5.4656000137,0
0,657.7330932617,-52.8223991394,5.2495999336,0
0,657.7330932617,-53.0101013184,5.0975999832,0
0,657.7330932617,-53.5825996399,5.2688999176,0
0,657.7330932617,-52.734500885,5.2567000389,0
0,657.7330932617,-53.1128997803,5.2139000893,0
0,657.7330932617,-52.6957015991,5.4439001083,0
0,657.7330932617,-53.3087997437,5.0852999687,0
0,657.7330932617,-53.6594009399,5.2821998596,0
0,657.7330932617,-53.7560005188,5.1114997864,0
0,657.7330932617,-53.8804016113,5.1174998283,0
0,657.7330932617,-53.9282989502,5.1245999336,0
0,657.7330932617,-53.5337982178,5.1831002235,0
0,657.7330932617,-53.1459999084,5.1156997681,0
0,657.7330932617,-52.3601989746,4.7369999886,0
0,657.7330932617,-52.922000885,5.0009999275,0
0,657.7330932617,-53.0357017517,4.8152999878,0
0,657.7330932617,-52.1674003601,5.184800148,0
0,657.7330932617,-52.6111984253,5.0489997864,0
0,657.7330932617,-52.1986999512,4.888999939,0
0,657.7330932617,-52.5012016296,5.2146000862,0
0,657.7330932617,-52.4462013245,4.9345998764,0
0,657.7330932617,-51.1489982605,5.0258002281,0
0,657.7330932617,-51.0183982849,5.0574002266,0
0,657.7330932617,-51.8246002197,5.1194000244,0
0,657.7330932617,-51.6302986145,4.8755998611,0
0,657.7330932617,-51.4959983826,4.6065001488,0
0,657.7330932617,-50.6930007935,5.0443000793,0
0,657.7330932617,-50.5401992798,4.5222997665,0
0,657.7330932617,-50.537399292,5.1206002235,0
0,657.7330932617,-52.0765991211,4.8674001694,0
0,657.7330932617,-49.5789985657,5.2097997665,0
0,657.7330932617,-50.006401062,5.081099987,0
0,657.7330932617,-49.8512001038,4.5022997856,0
0,657.7330932617,-50.9578018188,4.9805998802,0
0,657.7330932617,-50.1190986633,4.7880997658,0
0,657.7330932617,-49.6470985413,4.6494002342,0
0,657.7330932617,-48.7568016052,4.7077999115,0
0,657.7330932617,-49.6105995178,4.7807998657,0
0,657.7330932617,-48.8120994568,4.722099781,0
0,657.7330932617,-48.926700592,4.8805999756,0
0,657.7330932617,-49.0116996765,4.6171998978,0
0,657.7330932617,-49.4925003052,4.5359997749,0
0,657.7330932617,-48.086101532,4.8439002037,0
0,657.7330932617,-47.6186981201,4.595099926,0
0,657.7330932617,-48.3616981506,4.8498001099,0
0,657.7330932617,-47.7034988403,4.7600002289,0
0,657.7330932617,-47.3801994324,4.932199955,0
0,657.7330932617,-48.1675987244,4.8586001396,0
0,657.7330932617,-48.2577018738,4.6293001175,0
0,657.7330932617,-46.9922981262,4.7572999001,0
0,657.7330932617,-47.8289985657,4.7677001953,0
0,657.7330932617,-47.7700996399,4.8168997765,0
0,657.7330932617,-46.8611984253,4.6872000694,0
0,657.7330932617,-46.3852996826,4.8031001091,0
0,660.3037719727,-47.198299408,4.6128997803,0
0,660.249206543,-47.0344009399,4.7641000748,0
0,658.1746826172,-47.1403999329,4.7463002205,0
0,662.2755737305,-47.2731018066,4.6890997887,0
0,664.7800292969,-47.0699005127,4.8857998848,0
0,664.4354248047,-47.1739006042,4.8334999084,0
0,668.9739990234,-46.4058990479,4.8640999794,0
0,673.9918823242,-46.8572006226,4.8273000717,0
0,670.3176879883,-47.0055007935,4.7479000092,0
0,674.8494873047,-47.3069000244,4.9201998711,0
0,674.0169067383,-47.4925003052,4.7494001389,0
0,677.7456054688,-47.2526016235,4.9043998718,0
0,676.4713745117,-47.9813995361,4.7656998634,0
0,681.1124267578,-48.5588989258,4.6314001083,0
0,683.1809082031,-47.6624984741,4.5957999229,0
0,681.6566162109,-48.4725990295,4.9239997864,0
0,687.5971069336,-48.1236991882,4.6554999352,0
0,685.2954711914,-48.4737014771,4.5471000671,0
0,690.1928100586,-48.5909004211,4.6589999199,0
0,689.5883178711,-49.2027015686,4.5770001411,0
0,691.5330200195,-48.9295005798,4.7755999565,0
0,690.1953125,-48.6852989197,4.7722001076,0
0,688.2943725586,-49.2480010986,4.6659998894,0
0,696.5654296875,-48.6946983337,4.6051998138,0
0,698.0983886719,-49.6083984375,4.9397001266,0
0,697.0111083984,-49.9761009216,4.9470000267,0
0,701.1334228516,-49.5287017822,4.9307999611,0
0,705.0311889648,-49.8787002563,4.8983998299,0
0,700.2636108398,-50.3504981995,4.9725999832,0
0,702.6995849609,-51.5250015259,4.6385002136,0
0,709.6597290039,-49.8933982849,4.7012000084,0
0,708.9594116211,-50.5055999756,4.8814997673,0
0,707.1165771484,-51.1794013977,5.1420001984,0
0,707.3416137695,-51.1277008057,4.6531000137,0
0,712.6168212891,-51.5363998413,4.9779000282,0
0,712.2628173828,-51.9072990417,5.1866002083,0
0,714.2352905273,-52.0026016235,4.7438001633,0
0,715.3333129883,-52.1105003357,4.9190998077,0
0,717.4371948242,-52.4991989136,5.0777001381,0
0,719.9979858398,-51.5194015503,5.0982999802,0
0,722.9882202148,-52.707901001,5.0404000282,0
0,719.3385009766,-52.4425010681,4.954100132,0
0,723.5416259766,-52.4476013184,5.0746998787,0
0,722.5319213867,-53.1375007629,5.2354998589,0
0,725.3923950195,-52.4426994324,5.2087001801,0
0,726.0712280273,-51.8317985535,5.0584001541,0
0,727.4982299805,-53.4813995361,5.0248999596,0
0,726.5546875,-52.5724983215,4.9945998192,0
0,728.4121704102,-52.3725013733,5.1852002144,0
0,731.7786865234,-53.6500015259,5.3784999847,0
0,735.3065185547,-53.6388015747,5.0198998451,0
0,731.6359863281,-53.9210014343,5.2223000526,0
0,733.5324707031,-53.1526985168,5.3850002289,0
0,736.9155883789,-52.7426986694,5.4752001762,0
0,734.5567016602,-52.8367996216,5.3122000694,0
0,736.7828979492,-54.0159988403,5.0746998787,0
0,735.8508911133,-53.8320999146,5.0342998505,0
0,739.8754882812,-53.0863990784,5.2108001709,0
0,741.9735107422,-53.5059013367,5.3197999001,0
0,741.8190917969,-52.379699707,5.2657999992,0
0,743.6901855469,-53.6129989624,5.1115999222,0
0,740.7678833008,-52.620300293,5.4106998444,0
0,744.9204101562,-53.7677993774,5.2607998848,0
0,740.5892944336,-52.6138000488,5.553899765,0
0,743.1340942383,-52.6545982361,5.2869000435,0
0,746.8706054688,-52.2280006409,5.2238001823,0
0,749.73828125,-52.6016998291,5.6016998291,0
0,746.2274780273,-52.8046989441,5.5868000984,0
0,746.2819213867,-51.8255004883,5.8007998466,0
0,754.0104980469,-52.9314994812,5.4892997742,0
0,749.1668701172,-51.0023002625,5.6690001488,0
0,748.7291259766,-51.6479988098,5.6472001076,0
0,752.8248291016,-51.2612991333,5.4909000397,0
0,750.6878051758,-51.1694984436,5.5683999062,0
0,750.6630249023,-50.9654998779,5.2266998291,0
0,753.8255004883,-50.8222007751,5.4112000465,0
0,758.4237060547,-50.276599884,5.4597001076,0
0,753.1625976562,-51.6007003784,5.6743001938,0
0,756.080078125,-50.3604011536,5.359099865,0
0,758.3732910156,-50.7490997314,5.7418999672,0
0,754.3701171875,-50.1484985352,5.7954998016,0
0,755.8900146484,-49.9580001831,5.4583997726,0
0,758.4550170898,-50.1003990173,5.195499897,0
0,756.6641845703,-48.8964004517,5.6419000626,0
0,758.4119262695,-48.811000824,5.5714998245,0
0,759.3458251953,-48.7366981506,5.717400074,0
0,759.4827880859,-48.7984008789,5.6858000755,0
0,761.7456054688,-48.0485992432,5.9312000275,0
0,762.2700805664,-48.9756011963,5.6640000343,0
0,761.9743041992,-48.5806999207,5.4018998146,0
0,758.7260131836,-48.1991996765,5.4018998146,0
0,760.2235717773,-46.9380989075,5.6585998535,0
0,762.170715332,-47.3064002991,5.622300148,0
0,764.8372802734,-47.1180992126,5.5447001457,0
0,762.182800293,-47.7787017822,5.7266998291,0
0,761.1441040039,-47.5141983032,5.6613001823,0
0,769.12109375,-46.6991004944,5.6133999825,0
