run_id,temperature,pressure,o2,faulty,temperature_iqr_outlier,temperature_zscore_outlier,pressure_iqr_outlier,pressure_zscore_outlier,o2_iqr_outlier,o2_zscore_outlier
1,342.982208252,-37.7382011414,6.4183001518,0,True,True,False,False,False,False
1,347.5422058105,-37.1509017944,6.3214998245,0,True,True,False,False,False,False
1,352.5026855469,-38.1615982056,6.1824002266,0,True,True,False,False,False,False
1,359.4556884766,-38.020401001,6.1943001747,0,True,True,False,False,False,False
1,366.349609375,-38.5091018677,6.2231001854,0,True,True,False,False,False,False
1,370.395690918,-38.2999000549,6.3228001595,0,True,True,False,False,False,False
1,381.3604125977,-38.3731002808,6.3389000893,0,True,True,False,False,False,False
1,386.3758850098,-39.1585998535,6.6034998894,0,True,True,False,False,False,False
1,391.6106872559,-38.8810005188,6.321100235,0,True,True,False,False,False,False
1,399.1455993652,-38.8095016479,6.4099001884,0,True,True,False,False,False,False
1,406.4418029785,-39.5530014038,6.2165999413,0,True,True,False,False,False,False
1,407.3507995605,-39.0710983276,6.2786998749,0,True,True,False,False,False,False
1,414.9762878418,-39.0433006287,6.26060009,0,True,True,False,False,False,False
1,422.8861999512,-40.1287994385,6.2156000137,0,True,True,False,False,False,False
1,426.5697937012,-39.8503990173,6.24669981,0,True,True,False,False,False,False
1,430.8190002441,-39.3288002014,6.2891001701,0,True,True,False,False,False,False
1,438.412902832,-40.4339981079,6.3362002373,0,True,True,False,False,False,False
1,444.6394042969,-39.960899353,6.1974000931,0,True,True,False,False,False,False
1,446.4108886719,-39.5460014343,6.3456001282,0,True,True,False,False,False,False
1,454.5335083008,-40.1291999817,6.2348999977,0,True,True,False,False,False,False
1,456.7304992676,-40.6549987793,6.1564998627,0,True,True,False,False,False,False
1,465.2464904785,-41.1805000305,6.1796998978,0,True,True,False,False,False,False
1,467.3399047852,-41.3483009338,6.4837999344,0,True,True,False,False,False,False
1,472.7432861328,-41.2793006897,6.3491997719,0,True,True,False,False,False,False
1,476.970489502,-40.7812995911,6.3410000801,0,True,True,False,False,False,False
1,482.9435119629,-41.6223983765,5.9906997681,0,True,True,False,False,False,False
1,484.0184020996,-41.224899292,6.3393998146,0,True,True,False,False,False,False
1,492.4484863281,-41.9813995361,5.972799778,0,True,True,False,False,False,False
1,495.6546020508,-42.0909004211,5.8566999435,0,True,True,False,False,False,False
1,499.0534973145,-42.168800354,6.1950998306,0,True,True,False,False,False,False
1,510.6271057129,-43.1654014587,6.0483999252,0,True,True,False,False,False,False
1,512.7279052734,-42.7999000549,5.8991999626,0,True,True,False,False,False,False
1,517.6544799805,-42.8544998169,5.9489002228,0,True,True,False,False,False,False
1,517.5980224609,-43.3923988342,6.2687001228,0,True,True,False,False,False,False
1,523.3297119141,-43.0744018555,5.9717998505,0,True,True,False,False,False,False
1,524.128112793,-42.8978004456,5.9643001556,0,True,True,False,False,False,False
1,530.7349243164,-43.3405990601,5.9979000092,0,True,True,False,False,False,False
1,541.2476806641,-42.9597015381,5.9850997925,0,True,False,False,False,False,False
1,538.2393188477,-43.434299469,6.1240000725,0,True,True,False,False,False,False
1,545.1013183594,-43.0928993225,5.8512001038,0,True,False,False,False,False,False
1,545.4467163086,-43.6198005676,6.339799881,0,True,False,False,False,False,False
1,551.3043212891,-43.9412994385,5.603700161,0,True,False,False,False,False,False
1,552.9291992188,-44.3163986206,5.970099926,0,True,False,False,False,False,False
1,558.4844970703,-43.8647003174,5.7602000237,0,True,False,False,False,False,False
1,559.6931762695,-43.7997016907,6.1263999939,0,True,False,False,False,False,False
1,567.4528198242,-43.1426010132,5.9484000206,0,True,False,False,False,False,False
1,570.0930175781,-43.5220985413,5.8056998253,0,True,False,False,False,False,False
1,572.3759155273,-44.1355018616,5.5836000443,0,True,False,False,False,False,False
1,575.7084960938,-44.4221992493,5.8619999886,0,True,False,False,False,False,False
1,575.1746826172,-44.1542015076,5.7607998848,0,True,False,False,False,False,False
1,580.576171875,-44.8737983704,5.9225001335,0,True,False,False,False,False,False
1,585.2470703125,-44.5446014404,5.464799881,0,True,False,False,False,False,False
1,588.0919799805,-44.3582000732,5.6914000511,0,True,False,False,False,False,False
1,590.9291992188,-44.2392997742,5.8221001625,0,True,False,False,False,False,False
1,594.2022094727,-44.5951004028,5.8664999008,0,True,False,False,False,False,False
1,596.7437744141,-44.2779006958,5.7982001305,0,True,False,False,False,False,False
1,597.2551269531,-44.9253997803,5.4798998833,0,True,False,False,False,False,False
1,598.9650878906,-43.6020011902,5.6006999016,0,True,False,False,False,False,False
1,606.2495117188,-43.0367012024,5.6041002274,0,True,False,False,False,False,False
1,609.9027099609,-42.8763999939,5.5404000282,0,True,False,False,False,False,False
1,611.5308837891,-42.7859992981,5.7809000015,0,True,False,False,False,False,False
